AC ID,Module,FR/BR,Primary owner,Related FR,Owner evidence,Scenario,Priority,Test type,Source,Gherkin
AC-2429,MOD-020,FR-266;ERR-020,ERR-020,FR-266,"Atomic split of AC-1868; FR-266 trace row supplies the module, API and contract context.",Stable error handling for FR-266,High,Error handling,Stage 2.3.1 OpenAPI 1.2.0-stage2.3; Stage 3.5 UX baseline; Stage 4.3 remediation; cross-cutting requirement ERR-020,"Given Desktop-only; использует существующие read/command API при необходимости for FR-266 returns FORBIDDEN
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2430,MOD-020,FR-267;ERR-020,ERR-020,FR-267,"Atomic split of AC-1868; FR-267 trace row supplies the module, API and contract context.",Stable error handling for FR-267,High,Error handling,Stage 3.5 UX Architecture/Decision Log; cross-cutting requirement ERR-020,"Given Desktop-only; использует существующие read/command API при необходимости for FR-267 returns FORBIDDEN
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2431,MOD-020,FR-268;ERR-020,ERR-020,FR-268,"Atomic split of AC-1868; FR-268 trace row supplies the module, API and contract context.",Stable error handling for FR-268,High,Error handling,Stage 3.5 UX Architecture/Decision Log; cross-cutting requirement ERR-020,"Given Desktop-only; использует существующие read/command API при необходимости for FR-268 returns FORBIDDEN
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-1869,MOD-021,FR-235;ERR-021,ERR-021,FR-235,"Atomic split of AC-1869; FR-235 trace row supplies the module, API and contract context.",Stable error handling for FR-235,High,Error handling,OpenAPI `GET_api_v1_audit`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-021,"Given GET /api/v1/audit (GET_api_v1_audit) for FR-235 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2432,MOD-021,FR-236;ERR-021,ERR-021,FR-236,"Atomic split of AC-1869; FR-236 trace row supplies the module, API and contract context.",Stable error handling for FR-236,High,Error handling,OpenAPI `GET_api_v1_audit_export`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-021,"Given GET /api/v1/audit/export (GET_api_v1_audit_export) for FR-236 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2433,MOD-021,FR-237;ERR-021,ERR-021,FR-237,"Atomic split of AC-1869; FR-237 trace row supplies the module, API and contract context.",Stable error handling for FR-237,High,Error handling,OpenAPI `GET_api_v1_objects_objectId_history`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-021,"Given GET /api/v1/objects/{objectId}/history (GET_api_v1_objects_objectId_history) for FR-237 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2434,MOD-021,FR-238;ERR-021,ERR-021,FR-238,"Atomic split of AC-1869; FR-238 trace row supplies the module, API and contract context.",Stable error handling for FR-238,High,Error handling,OpenAPI `GET_api_v1_objects_objectId_history_version`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-021,"Given GET /api/v1/objects/{objectId}/history/{version} (GET_api_v1_objects_objectId_history_version) for FR-238 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2435,MOD-021,FR-239;ERR-021,ERR-021,FR-239,"Atomic split of AC-1869; FR-239 trace row supplies the module, API and contract context.",Stable error handling for FR-239,High,Error handling,OpenAPI `GET_api_v1_projects_id_history`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-021,"Given GET /api/v1/projects/{id}/history (GET_api_v1_projects_id_history) for FR-239 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2436,MOD-021,FR-240;ERR-021,ERR-021,FR-240,"Atomic split of AC-1869; FR-240 trace row supplies the module, API and contract context.",Stable error handling for FR-240,High,Error handling,OpenAPI `GET_api_v1_tasks_id_history`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-021,"Given GET /api/v1/tasks/{id}/history (GET_api_v1_tasks_id_history) for FR-240 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2437,MOD-021,FR-241;ERR-021,ERR-021,FR-241,"Atomic split of AC-1869; FR-241 trace row supplies the module, API and contract context.",Stable error handling for FR-241,High,Error handling,OpenAPI `GET_api_v1_users_id_history`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-021,"Given GET /api/v1/users/{id}/history (GET_api_v1_users_id_history) for FR-241 returns AUTHENTICATION_REQUIRED
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-2438,MOD-021,FR-269;ERR-021,ERR-021,FR-269,"Atomic split of AC-1869; FR-269 trace row supplies the module, API and contract context.",Stable error handling for FR-269,High,Error handling,Stage 2.3.1 OpenAPI 1.2.0-stage2.3; Stage 3.5 UX baseline; Stage 4.3 remediation; cross-cutting requirement ERR-021,"Given Desktop-only; использует существующие read/command API при необходимости for FR-269 returns FORBIDDEN
When the desktop handles the response
Then it exposes the stable error without reporting a successful operation."
AC-1870,MOD-001,FR-001;SYNC-001,SYNC-001,FR-001,"Atomic split of AC-1870; FR-001 trace row supplies the module, API and contract context.",Command outage behavior for FR-001,High,Desktop/resilience,OpenAPI `POST_api_v1_auth_admin_reset_password`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-001,"Given the server is unavailable for FR-001
When the actor sends POST /api/v1/auth/admin-reset-password (POST_api_v1_auth_admin_reset_password)
Then the desktop does not report that command as successful."
AC-2439,MOD-001,FR-002;SYNC-001,SYNC-001,FR-002,"Atomic split of AC-1870; FR-002 trace row supplies the module, API and contract context.",Command outage behavior for FR-002,High,Desktop/resilience,OpenAPI `POST_api_v1_auth_change_password`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-001,"Given the server is unavailable for FR-002
When the actor sends POST /api/v1/auth/change-password (POST_api_v1_auth_change_password)
Then the desktop does not report that command as successful."
AC-2440,MOD-001,FR-003;SYNC-001,SYNC-001,FR-003,"Atomic split of AC-1870; FR-003 trace row supplies the module, API and contract context.",Command outage behavior for FR-003,High,Desktop/resilience,OpenAPI `POST_api_v1_auth_login`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-001,"Given the server is unavailable for FR-003
When the actor sends POST /api/v1/auth/login (POST_api_v1_auth_login)
Then the desktop does not report that command as successful."
AC-2441,MOD-001,FR-004;SYNC-001,SYNC-001,FR-004,"Atomic split of AC-1870; FR-004 trace row supplies the module, API and contract context.",Read outage behavior for FR-004,High,Desktop/resilience,OpenAPI `GET_api_v1_auth_login_attempts`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-001,"Given the connection is unavailable and an authorized cached projection exists for FR-004
When the actor opens GET /api/v1/auth/login-attempts (GET_api_v1_auth_login_attempts)
Then the desktop presents that projection as read-only."
AC-2442,MOD-001,FR-005;SYNC-001,SYNC-001,FR-005,"Atomic split of AC-1870; FR-005 trace row supplies the module, API and contract context.",Command outage behavior for FR-005,High,Desktop/resilience,OpenAPI `POST_api_v1_auth_logout`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-001,"Given the server is unavailable for FR-005
When the actor sends POST /api/v1/auth/logout (POST_api_v1_auth_logout)
Then the desktop does not report that command as successful."
AC-2443,MOD-001,FR-006;SYNC-001,SYNC-001,FR-006,"Atomic split of AC-1870; FR-006 trace row supplies the module, API and contract context.",Command outage behavior for FR-006,High,Desktop/resilience,OpenAPI `POST_api_v1_auth_logout_all`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-001,"Given the server is unavailable for FR-006
When the actor sends POST /api/v1/auth/logout-all (POST_api_v1_auth_logout_all)
Then the desktop does not report that command as successful."
AC-2444,MOD-001,FR-007;SYNC-001,SYNC-001,FR-007,"Atomic split of AC-1870; FR-007 trace row supplies the module, API and contract context.",Command outage behavior for FR-007,High,Desktop/resilience,OpenAPI `POST_api_v1_auth_refresh`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-001,"Given the server is unavailable for FR-007
When the actor sends POST /api/v1/auth/refresh (POST_api_v1_auth_refresh)
Then the desktop does not report that command as successful."
AC-2445,MOD-001,FR-008;SYNC-001,SYNC-001,FR-008,"Atomic split of AC-1870; FR-008 trace row supplies the module, API and contract context.",Read outage behavior for FR-008,High,Desktop/resilience,OpenAPI `GET_api_v1_auth_session`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-001,"Given the connection is unavailable and an authorized cached projection exists for FR-008
When the actor opens GET /api/v1/auth/session (GET_api_v1_auth_session)
Then the desktop presents that projection as read-only."
AC-2446,MOD-001,FR-009;SYNC-001,SYNC-001,FR-009,"Atomic split of AC-1870; FR-009 trace row supplies the module, API and contract context.",Read outage behavior for FR-009,High,Desktop/resilience,OpenAPI `GET_api_v1_auth_sessions`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-001,"Given the connection is unavailable and an authorized cached projection exists for FR-009
When the actor opens GET /api/v1/auth/sessions (GET_api_v1_auth_sessions)
Then the desktop presents that projection as read-only."
AC-2447,MOD-001,FR-010;SYNC-001,SYNC-001,FR-010,"Atomic split of AC-1870; FR-010 trace row supplies the module, API and contract context.",Command outage behavior for FR-010,High,Desktop/resilience,OpenAPI `POST_api_v1_auth_sessions_sessionId_revoke`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-001,"Given the server is unavailable for FR-010
When the actor sends POST /api/v1/auth/sessions/{sessionId}/revoke (POST_api_v1_auth_sessions_sessionId_revoke)
Then the desktop does not report that command as successful."
AC-2448,MOD-001,FR-242;SYNC-001,SYNC-001,FR-242,"Atomic split of AC-1870; FR-242 trace row supplies the module, API and contract context.",Read outage behavior for FR-242,High,Desktop/resilience,Stage 3.5 UX Architecture/Decision Log; cross-cutting requirement SYNC-001,"Given the connection is unavailable and an authorized cached projection exists for FR-242
When the actor opens Desktop-only; использует существующие read/command API при необходимости
Then the desktop presents that projection as read-only."
AC-1871,MOD-002,FR-011;SYNC-002,SYNC-002,FR-011,"Atomic split of AC-1871; FR-011 trace row supplies the module, API and contract context.",Read outage behavior for FR-011,High,Desktop/resilience,OpenAPI `GET_api_v1_system_time`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-002,"Given the connection is unavailable and an authorized cached projection exists for FR-011
When the actor opens GET /api/v1/system/time (GET_api_v1_system_time)
Then the desktop presents that projection as read-only."
AC-2449,MOD-002,FR-012;SYNC-002,SYNC-002,FR-012,"Atomic split of AC-1871; FR-012 trace row supplies the module, API and contract context.",Read outage behavior for FR-012,High,Desktop/resilience,OpenAPI `GET_api_v1_system_version`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-002,"Given the connection is unavailable and an authorized cached projection exists for FR-012
When the actor opens GET /api/v1/system/version (GET_api_v1_system_version)
Then the desktop presents that projection as read-only."
AC-2450,MOD-002,FR-013;SYNC-002,SYNC-002,FR-013,"Atomic split of AC-1871; FR-013 trace row supplies the module, API and contract context.",Read outage behavior for FR-013,High,Desktop/resilience,OpenAPI `GET_health_live`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-002,"Given the connection is unavailable and an authorized cached projection exists for FR-013
When the actor opens GET /health/live (GET_health_live)
Then the desktop presents that projection as read-only."
AC-2451,MOD-002,FR-014;SYNC-002,SYNC-002,FR-014,"Atomic split of AC-1871; FR-014 trace row supplies the module, API and contract context.",Read outage behavior for FR-014,High,Desktop/resilience,OpenAPI `GET_health_ready`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-002,"Given the connection is unavailable and an authorized cached projection exists for FR-014
When the actor opens GET /health/ready (GET_health_ready)
Then the desktop presents that projection as read-only."
AC-2452,MOD-002,FR-015;SYNC-002,SYNC-002,FR-015,"Atomic split of AC-1871; FR-015 trace row supplies the module, API and contract context.",Read outage behavior for FR-015,High,Desktop/resilience,OpenAPI `GET_api_v1_capabilities`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-002,"Given the connection is unavailable and an authorized cached projection exists for FR-015
When the actor opens GET /api/v1/capabilities (GET_api_v1_capabilities)
Then the desktop presents that projection as read-only."
