AC ID,Categories,Module,One scenario,One expected result,Correct owner,Unambiguous test,No hidden tests,No FR/BR conflict,No duplicate,No MVP expansion,Known entities,Result,Evidence
AC-1917,stratified 10% remainder,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-243;DATA-002; scenario=Contract projection for FR-243
AC-2903,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-193;AUDIT-019; scenario=Audit evidence for FR-193
AC-2904,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-194;AUDIT-019; scenario=Audit evidence for FR-194
AC-2905,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-195;AUDIT-019; scenario=Audit evidence for FR-195
AC-2906,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-196;AUDIT-019; scenario=Audit evidence for FR-196
AC-2907,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-197;AUDIT-019; scenario=Audit evidence for FR-197
AC-2908,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-198;AUDIT-019; scenario=Audit evidence for FR-198
AC-2909,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-199;AUDIT-019; scenario=Audit evidence for FR-199
AC-2910,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-200;AUDIT-019; scenario=Audit evidence for FR-200
AC-2911,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-201;AUDIT-019; scenario=Audit evidence for FR-201
AC-2912,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-202;AUDIT-019; scenario=Audit evidence for FR-202
AC-2913,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-203;AUDIT-019; scenario=Audit evidence for FR-203
AC-2914,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-204;AUDIT-019; scenario=Audit evidence for FR-204
AC-2915,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-205;AUDIT-019; scenario=Audit evidence for FR-205
AC-2916,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-206;AUDIT-019; scenario=Audit evidence for FR-206
AC-2917,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-207;AUDIT-019; scenario=Audit evidence for FR-207
AC-2918,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-208;AUDIT-019; scenario=Audit evidence for FR-208
AC-2919,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-209;AUDIT-019; scenario=Audit evidence for FR-209
AC-2920,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-210;AUDIT-019; scenario=Audit evidence for FR-210
AC-2921,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-211;AUDIT-019; scenario=Audit evidence for FR-211
AC-2922,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-212;AUDIT-019; scenario=Audit evidence for FR-212
AC-2923,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-213;AUDIT-019; scenario=Audit evidence for FR-213
AC-2924,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-214;AUDIT-019; scenario=Audit evidence for FR-214
AC-2925,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-215;AUDIT-019; scenario=Audit evidence for FR-215
AC-2926,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-216;AUDIT-019; scenario=Audit evidence for FR-216
AC-2927,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-217;AUDIT-019; scenario=Audit evidence for FR-217
AC-2928,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-218;AUDIT-019; scenario=Audit evidence for FR-218
AC-2929,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-219;AUDIT-019; scenario=Audit evidence for FR-219
AC-2930,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-220;AUDIT-019; scenario=Audit evidence for FR-220
AC-2931,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-221;AUDIT-019; scenario=Audit evidence for FR-221
AC-2932,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-222;AUDIT-019; scenario=Audit evidence for FR-222
AC-2933,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-223;AUDIT-019; scenario=Audit evidence for FR-223
AC-2934,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-224;AUDIT-019; scenario=Audit evidence for FR-224
AC-2935,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-225;AUDIT-019; scenario=Audit evidence for FR-225
AC-2936,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-226;AUDIT-019; scenario=Audit evidence for FR-226
AC-2937,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-227;AUDIT-019; scenario=Audit evidence for FR-227
AC-2938,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-228;AUDIT-019; scenario=Audit evidence for FR-228
AC-2939,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-229;AUDIT-019; scenario=Audit evidence for FR-229
AC-2940,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-230;AUDIT-019; scenario=Audit evidence for FR-230
AC-2941,security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-265;AUDIT-019; scenario=Audit evidence for FR-265
AC-2942,security audit,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-232;AUDIT-020; scenario=Audit evidence for FR-232
AC-2943,security audit,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-233;AUDIT-020; scenario=Audit evidence for FR-233
AC-2944,security audit,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-234;AUDIT-020; scenario=Audit evidence for FR-234
AC-2945,security audit,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-266;AUDIT-020; scenario=Audit evidence for FR-266
AC-2946,security audit,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-267;AUDIT-020; scenario=Audit evidence for FR-267
AC-2947,security audit,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-268;AUDIT-020; scenario=Audit evidence for FR-268
AC-2948,security audit,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-236;AUDIT-021; scenario=Audit evidence for FR-236
AC-2949,security audit,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-237;AUDIT-021; scenario=Audit evidence for FR-237
AC-2950,security audit,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-238;AUDIT-021; scenario=Audit evidence for FR-238
AC-2951,security audit,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-239;AUDIT-021; scenario=Audit evidence for FR-239
AC-2952,security audit,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-240;AUDIT-021; scenario=Audit evidence for FR-240
AC-2953,security audit,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-241;AUDIT-021; scenario=Audit evidence for FR-241
AC-2954,security audit,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-269;AUDIT-021; scenario=Audit evidence for FR-269
