Matrix source row,Requirement,Type,Module,Requirement title,Resolution status,API operationId,API method,API path,Permission,Server handler planned,Screen Stage 3.5,FLOW Stage 3.5,Test type,Source evidence,Resolution rationale
wave-b.csv:697,AC-1638,AC,MOD-012,[STATE-007] Field contract: CompanyCreate.status respects type/required/nullable/limits/PATCH semantics,resolved,POST_api_v1_companies,POST,/api/v1/companies,Contact.Create,Task.Application.MOD-012.POST_api_v1_companiesHandler,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-018 Создание контакта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:697 Source='dto_field_catalog.csv:CompanyCreate.status; openapi.yaml operation POST_api_v1_companies'; openapi.yaml operationId POST_api_v1_companies = POST /api/v1/companies; traceability 4.5 FR-114 Permission=Contact.Create,Source field of the matrix row confirms operationId POST_api_v1_companies; method and path verified in openapi.yaml; permission confirmed via traceability FR-114.
wave-b.csv:698,AC-1639,AC,MOD-012,[STATE-007] Field contract: CompanyPatch.status respects type/required/nullable/limits/PATCH semantics,resolved,PATCH_api_v1_companies_id,PATCH,/api/v1/companies/{id},Contact.Update,Task.Application.MOD-012.PATCH_api_v1_companies_idHandler,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-018 Создание контакта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:698 Source='dto_field_catalog.csv:CompanyPatch.status; openapi.yaml operation PATCH_api_v1_companies_id'; openapi.yaml operationId PATCH_api_v1_companies_id = PATCH /api/v1/companies/{id}; traceability 4.5 FR-117 Permission=Contact.Update,Source field of the matrix row confirms operationId PATCH_api_v1_companies_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-117.
wave-b.csv:699,AC-1640,AC,MOD-012,[STATE-007] Field contract: ContactCreate.status respects type/required/nullable/limits/PATCH semantics,resolved,POST_api_v1_contacts,POST,/api/v1/contacts,Contact.Create,Task.Application.MOD-012.POST_api_v1_contactsHandler,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-018 Создание контакта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:699 Source='dto_field_catalog.csv:ContactCreate.status; openapi.yaml operation POST_api_v1_contacts'; openapi.yaml operationId POST_api_v1_contacts = POST /api/v1/contacts; traceability 4.5 FR-124 Permission=Contact.Create,Source field of the matrix row confirms operationId POST_api_v1_contacts; method and path verified in openapi.yaml; permission confirmed via traceability FR-124.
wave-b.csv:700,AC-1641,AC,MOD-012,[STATE-007] Field contract: ContactPatch.status respects type/required/nullable/limits/PATCH semantics,resolved,PATCH_api_v1_contacts_id,PATCH,/api/v1/contacts/{id},Contact.Update,Task.Application.MOD-012.PATCH_api_v1_contacts_idHandler,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-018 Создание контакта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:700 Source='dto_field_catalog.csv:ContactPatch.status; openapi.yaml operation PATCH_api_v1_contacts_id'; openapi.yaml operationId PATCH_api_v1_contacts_id = PATCH /api/v1/contacts/{id}; traceability 4.5 FR-127 Permission=Contact.Update,Source field of the matrix row confirms operationId PATCH_api_v1_contacts_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-127.
wave-b.csv:701,AC-1642,AC,MOD-012,[STATE-007] Field contract: CompanyCreate.notes respects type/required/nullable/limits/PATCH semantics,resolved,POST_api_v1_companies,POST,/api/v1/companies,Contact.Create,Task.Application.MOD-012.POST_api_v1_companiesHandler,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-018 Создание контакта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:701 Source='dto_field_catalog.csv:CompanyCreate.notes; openapi.yaml operation POST_api_v1_companies'; openapi.yaml operationId POST_api_v1_companies = POST /api/v1/companies; traceability 4.5 FR-114 Permission=Contact.Create,Source field of the matrix row confirms operationId POST_api_v1_companies; method and path verified in openapi.yaml; permission confirmed via traceability FR-114.
wave-b.csv:702,AC-1643,AC,MOD-012,[STATE-007] Field contract: CompanyCreate.website respects type/required/nullable/limits/PATCH semantics,resolved,POST_api_v1_companies,POST,/api/v1/companies,Contact.Create,Task.Application.MOD-012.POST_api_v1_companiesHandler,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-018 Создание контакта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:702 Source='dto_field_catalog.csv:CompanyCreate.website; openapi.yaml operation POST_api_v1_companies'; openapi.yaml operationId POST_api_v1_companies = POST /api/v1/companies; traceability 4.5 FR-114 Permission=Contact.Create,Source field of the matrix row confirms operationId POST_api_v1_companies; method and path verified in openapi.yaml; permission confirmed via traceability FR-114.
wave-b.csv:703,AC-1644,AC,MOD-012,[STATE-007] Field contract: CompanyPatch.notes respects type/required/nullable/limits/PATCH semantics,resolved,PATCH_api_v1_companies_id,PATCH,/api/v1/companies/{id},Contact.Update,Task.Application.MOD-012.PATCH_api_v1_companies_idHandler,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-018 Создание контакта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:703 Source='dto_field_catalog.csv:CompanyPatch.notes; openapi.yaml operation PATCH_api_v1_companies_id'; openapi.yaml operationId PATCH_api_v1_companies_id = PATCH /api/v1/companies/{id}; traceability 4.5 FR-117 Permission=Contact.Update,Source field of the matrix row confirms operationId PATCH_api_v1_companies_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-117.
wave-b.csv:704,AC-1645,AC,MOD-012,[STATE-007] Field contract: CompanyPatch.website respects type/required/nullable/limits/PATCH semantics,resolved,PATCH_api_v1_companies_id,PATCH,/api/v1/companies/{id},Contact.Update,Task.Application.MOD-012.PATCH_api_v1_companies_idHandler,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-018 Создание контакта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:704 Source='dto_field_catalog.csv:CompanyPatch.website; openapi.yaml operation PATCH_api_v1_companies_id'; openapi.yaml operationId PATCH_api_v1_companies_id = PATCH /api/v1/companies/{id}; traceability 4.5 FR-117 Permission=Contact.Update,Source field of the matrix row confirms operationId PATCH_api_v1_companies_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-117.
wave-b.csv:705,AC-1646,AC,MOD-012,[STATE-007] Field contract: ContactCreate.lastName respects type/required/nullable/limits/PATCH semantics,resolved,POST_api_v1_contacts,POST,/api/v1/contacts,Contact.Create,Task.Application.MOD-012.POST_api_v1_contactsHandler,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-018 Создание контакта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:705 Source='dto_field_catalog.csv:ContactCreate.lastName; openapi.yaml operation POST_api_v1_contacts'; openapi.yaml operationId POST_api_v1_contacts = POST /api/v1/contacts; traceability 4.5 FR-124 Permission=Contact.Create,Source field of the matrix row confirms operationId POST_api_v1_contacts; method and path verified in openapi.yaml; permission confirmed via traceability FR-124.
wave-b.csv:706,AC-1647,AC,MOD-012,[STATE-007] Field contract: ContactCreate.notes respects type/required/nullable/limits/PATCH semantics,resolved,POST_api_v1_contacts,POST,/api/v1/contacts,Contact.Create,Task.Application.MOD-012.POST_api_v1_contactsHandler,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-018 Создание контакта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:706 Source='dto_field_catalog.csv:ContactCreate.notes; openapi.yaml operation POST_api_v1_contacts'; openapi.yaml operationId POST_api_v1_contacts = POST /api/v1/contacts; traceability 4.5 FR-124 Permission=Contact.Create,Source field of the matrix row confirms operationId POST_api_v1_contacts; method and path verified in openapi.yaml; permission confirmed via traceability FR-124.
wave-b.csv:707,AC-1648,AC,MOD-012,[STATE-007] Field contract: ContactPatch.firstName respects type/required/nullable/limits/PATCH semantics,resolved,PATCH_api_v1_contacts_id,PATCH,/api/v1/contacts/{id},Contact.Update,Task.Application.MOD-012.PATCH_api_v1_contacts_idHandler,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-018 Создание контакта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:707 Source='dto_field_catalog.csv:ContactPatch.firstName; openapi.yaml operation PATCH_api_v1_contacts_id'; openapi.yaml operationId PATCH_api_v1_contacts_id = PATCH /api/v1/contacts/{id}; traceability 4.5 FR-127 Permission=Contact.Update,Source field of the matrix row confirms operationId PATCH_api_v1_contacts_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-127.
