Requirement,Type,Module,Module name,Requirement title,API operationId,API path (method),Permission,Server handler (planned),Screen (Stage 3.5),FLOW (Stage 3.5),Acceptance criteria (AC),Test type,Priority,Source
FR-244,FR,MOD-002,App shell и навигация,Employee `deepLink` из shell search должен открываться через shell router с повторной server-side проверкой доступа; stale/unavailable target показывает нейтральное состояние и возвращает focus без раскрытия объекта.,"— (Desktop-only, без нового API)","— (Desktop-only, без нового API)",Capability-driven; server recheck для команд,"— (Desktop-only, без нового API)","SCR-004 Главное окно; SCR-005 Command palette; SCR-007 Требуется обновление; SCR-008 Глобальный quick create; SCR-200 Общий detail pane; SCR-204 Почему действие недоступно; SCR-205 Connection status; SCR-207 Общее context menu; SCR-208 Общее подтверждение; SCR-209 Audit, policy engine, management APIs; SCR-211 System tray menu; SCR-212 Toast deep-link activation; SCR-213 Общая multi-select panel",FLOW-002 Обычный вход; FLOW-005 Быстрое создание задачи; FLOW-020 Действие из notification,AC-1405,Desktop/UI,High,Stage 2.3.1 OpenAPI 1.2.0-stage2.3; Stage 3.5 UX baseline; Stage 4.3 remediation
FR-245,FR,MOD-002,App shell и навигация,Toast/deep link должен фокусировать существующий экземпляр приложения и повторно загрузить target.,"— (Desktop-only, без нового API)","— (Desktop-only, без нового API)",Capability-driven; server recheck для команд,"— (Desktop-only, без нового API)","SCR-004 Главное окно; SCR-005 Command palette; SCR-007 Требуется обновление; SCR-008 Глобальный quick create; SCR-200 Общий detail pane; SCR-204 Почему действие недоступно; SCR-205 Connection status; SCR-207 Общее context menu; SCR-208 Общее подтверждение; SCR-209 Audit, policy engine, management APIs; SCR-211 System tray menu; SCR-212 Toast deep-link activation; SCR-213 Общая multi-select panel",FLOW-002 Обычный вход; FLOW-005 Быстрое создание задачи; FLOW-020 Действие из notification,AC-1406,Desktop/UI,High,Stage 3.5 UX Architecture/Decision Log
DATA-003,DATA,MOD-003,Сегодня,Данные модуля: DTO/агрегаты и их поля по OpenAPI,— (операции модуля),—,—,—,SCR-010 Сегодня; SCR-011 Фильтр Today,FLOW-005 Быстрое создание задачи; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-020 Действие из notification; FLOW-021 Snooze reminder,AC-1826;AC-1920,Contract/UI,High,DEC-036/037/041
PERM-003,PERM,MOD-003,Сегодня,Права модуля: capabilities и scopes по OpenAPI,— (операции модуля),—,—,—,SCR-010 Сегодня; SCR-011 Фильтр Today,FLOW-005 Быстрое создание задачи; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-020 Действие из notification; FLOW-021 Snooze reminder,AC-1830;AC-1941,Security/authorization,Critical,DEC-004/030; OpenAPI
ERR-003,ERR,MOD-003,Сегодня,"Ошибки модуля: стабильные коды, HTTP-статусы и recovery по OpenAPI",— (операции модуля),—,—,—,SCR-010 Сегодня; SCR-011 Фильтр Today,FLOW-005 Быстрое создание задачи; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-020 Действие из notification; FLOW-021 Snooze reminder,AC-1851;AC-2199,Error handling,High,errors.csv; State Matrix
SYNC-003,SYNC,MOD-003,Сегодня,"Синхронизация модуля: bootstrap/incremental sync, ack, cursor, scope invalidation",GET_api_v1_sync_changes; POST_api_v1_sync_bootstrap; POST_api_v1_sync_ack,GET /api/v1/sync/changes; POST /api/v1/sync/bootstrap; POST /api/v1/sync/ack,—,OrganizerController.GET_api_v1_sync_changes; OrganizerController.POST_api_v1_sync_bootstrap; OrganizerController.POST_api_v1_sync_ack,SCR-010 Сегодня; SCR-011 Фильтр Today,FLOW-005 Быстрое создание задачи; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-020 Действие из notification; FLOW-021 Snooze reminder,AC-1872;AC-2457,Desktop/resilience,High,ADR-005/015; DEC-006/032
AUDIT-003,AUDIT,MOD-003,Сегодня,"Аудит и история действий модуля (append-only, redaction-aware)",— (domain command + audit/history endpoints),—,—,— (domain handlers + audit pipeline),SCR-010 Сегодня; SCR-011 Фильтр Today,FLOW-005 Быстрое создание задачи; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-020 Действие из notification; FLOW-021 Snooze reminder,AC-1893;AC-2715,Audit/security,Critical,Architecture audit principles; OpenAPI side effects
FR-017,FR,MOD-003,Сегодня,Система должна позволять пользователю с capability `Calendar.Read` выполнить действие «Агрегированный read-model «Сегодня» в часовом поясе пользователя» и считать его успешным только после подтверждения сервера.,GET_api_v1_today,GET /api/v1/today,Calendar.Read,OrganizerController.GET_api_v1_today,SCR-010 Сегодня; SCR-011 Фильтр Today,FLOW-005 Быстрое создание задачи; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-020 Действие из notification; FLOW-021 Snooze reminder,AC-147;AC-148;AC-149;AC-150,Contract/integration; Security/authorization; Security/session; Contract/UI,High; Critical,OpenAPI `GET_api_v1_today`; Stage_3_Field_Traceability_Final_3.5.csv
BR-024,BR,MOD-003,Сегодня,"Просрочка вычисляется, а не хранится как статус.",—,—,—,—,SCR-010 Сегодня; SCR-011 Фильтр Today,FLOW-005 Быстрое создание задачи; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-020 Действие из notification; FLOW-021 Snooze reminder,AC-024,Integration/domain,High,"§9, §27.1.17, §29; Stage 3.5"
BR-025,BR,MOD-003,Сегодня,Ошибка одной секции не заменяет весь экран ошибкой.,—,—,—,—,SCR-010 Сегодня; SCR-011 Фильтр Today,FLOW-005 Быстрое создание задачи; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-020 Действие из notification; FLOW-021 Snooze reminder,AC-025,Integration/domain,High,"§9, §27.1.17, §29; Stage 3.5"
BR-026,BR,MOD-003,Сегодня,В offline показывается только кэш с timestamp.,—,—,—,—,SCR-010 Сегодня; SCR-011 Фильтр Today,FLOW-005 Быстрое создание задачи; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-020 Действие из notification; FLOW-021 Snooze reminder,AC-026,Integration/domain,High,"§9, §27.1.17, §29; Stage 3.5"
BR-027,BR,MOD-003,Сегодня,Scope-фильтр отправляется только контрактно поддерживаемыми параметрами.,—,—,—,—,SCR-010 Сегодня; SCR-011 Фильтр Today,FLOW-005 Быстрое создание задачи; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-020 Действие из notification; FLOW-021 Snooze reminder,AC-027,Integration/domain,High,"§9, §27.1.17, §29; Stage 3.5"
FR-246,FR,MOD-003,Сегодня,Today должен независимо показывать loading/error для каждой секции и сохранять успешно загруженные секции.,"— (Desktop-only, без нового API)","— (Desktop-only, без нового API)",Capability-driven; server recheck для команд,"— (Desktop-only, без нового API)",SCR-010 Сегодня; SCR-011 Фильтр Today,FLOW-005 Быстрое создание задачи; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-020 Действие из notification; FLOW-021 Snooze reminder,AC-1407,Desktop/UI,High,Stage 3.5 UX Architecture/Decision Log
DATA-004,DATA,MOD-004,Входящие,Данные модуля: DTO/агрегаты и их поля по OpenAPI,— (операции модуля),—,—,—,SCR-012 Входящие; SCR-013 Обработка входящего; SCR-014 Контекстное меню Входящих,FLOW-034 Inbox capture и conversion,AC-1447;AC-1448;AC-1449;AC-1450;AC-1451;AC-1452;AC-1453;AC-1454;AC-1455;AC-1456;AC-1457;AC-1458;AC-1459;AC-1460;AC-1461;AC-1462;AC-1463;AC-1464;AC-1465;AC-1466,Boundary/contract UI,High,DEC-036/037/041
