Wave,Source row,Requirement,Type,Module,Module name,Requirement title,API status,API operationId,API path (method),Permission,Server handler (planned),Screen (Stage 3.5),FLOW (Stage 3.5),Acceptance criteria (AC),Test type,Priority,Source,Disposition reason,Gap reference
A,wave-a.csv:46,FR-014,FR,MOD-002,App shell и навигация,Система должна позволять пользователю с capability `Anonymous` выполнить действие «Readiness основных зависимостей» и считать его успешным только после подтверждения сервера.,api,GET_health_ready,GET /health/ready,Anonymous,OrganizerController.GET_health_ready,"SCR-004 Главное окно; SCR-005 Command palette; SCR-007 Требуется обновление; SCR-008 Глобальный quick create; SCR-200 Общий detail pane; SCR-204 Почему действие недоступно; SCR-205 Connection status; SCR-207 Общее context menu; SCR-208 Общее подтверждение; SCR-209 Audit, policy engine, management APIs; SCR-211 System tray menu; SCR-212 Toast deep-link activation; SCR-213 Общая multi-select panel",FLOW-002 Обычный вход; FLOW-005 Быстрое создание задачи; FLOW-020 Действие из notification,AC-142,Contract/integration,High,OpenAPI `GET_health_ready`; Stage_3_Field_Traceability_Final_3.5.csv,,
A,wave-a.csv:47,FR-015,FR,MOD-002,App shell и навигация,Система должна позволять пользователю с capability `Authenticated` выполнить действие «Возможности сервера и min client» и считать его успешным только после подтверждения сервера.,api,GET_api_v1_capabilities,GET /api/v1/capabilities,Authenticated,OrganizerController.GET_api_v1_capabilities,"SCR-004 Главное окно; SCR-005 Command palette; SCR-007 Требуется обновление; SCR-008 Глобальный quick create; SCR-200 Общий detail pane; SCR-204 Почему действие недоступно; SCR-205 Connection status; SCR-207 Общее context menu; SCR-208 Общее подтверждение; SCR-209 Audit, policy engine, management APIs; SCR-211 System tray menu; SCR-212 Toast deep-link activation; SCR-213 Общая multi-select panel",FLOW-002 Обычный вход; FLOW-005 Быстрое создание задачи; FLOW-020 Действие из notification,AC-143;AC-144,Contract/integration; Security/session,High; Critical,OpenAPI `GET_api_v1_capabilities`; Stage_3_Field_Traceability_Final_3.5.csv,,
A,wave-a.csv:48,FR-016,FR,MOD-002,App shell и навигация,Система должна позволять пользователю с capability `Authenticated` выполнить действие «Доступные пользователю флаги» и считать его успешным только после подтверждения сервера.,api,GET_api_v1_feature_flags,GET /api/v1/feature-flags,Authenticated,OrganizerController.GET_api_v1_feature_flags,"SCR-004 Главное окно; SCR-005 Command palette; SCR-007 Требуется обновление; SCR-008 Глобальный quick create; SCR-200 Общий detail pane; SCR-204 Почему действие недоступно; SCR-205 Connection status; SCR-207 Общее context menu; SCR-208 Общее подтверждение; SCR-209 Audit, policy engine, management APIs; SCR-211 System tray menu; SCR-212 Toast deep-link activation; SCR-213 Общая multi-select panel",FLOW-002 Обычный вход; FLOW-005 Быстрое создание задачи; FLOW-020 Действие из notification,AC-145;AC-146,Contract/integration; Security/session,High; Critical,OpenAPI `GET_api_v1_feature_flags`; Stage_3_Field_Traceability_Final_3.5.csv,,
A,wave-a.csv:49,BR-020,BR,MOD-002,App shell и навигация,Маршрут восстанавливается только после повторной авторизации.,no_api,,,—,,"SCR-004 Главное окно; SCR-005 Command palette; SCR-007 Требуется обновление; SCR-008 Глобальный quick create; SCR-200 Общий detail pane; SCR-204 Почему действие недоступно; SCR-205 Connection status; SCR-207 Общее context menu; SCR-208 Общее подтверждение; SCR-209 Audit, policy engine, management APIs; SCR-211 System tray menu; SCR-212 Toast deep-link activation; SCR-213 Общая multi-select panel",FLOW-002 Обычный вход; FLOW-005 Быстрое создание задачи; FLOW-020 Действие из notification,AC-020,Integration/domain,High,"§8, §17.2, §23.5, §29; Stage 3.5",Source row does not associate this requirement with an API operation.,
A,wave-a.csv:50,BR-021,BR,MOD-002,App shell и навигация,"Command bar, context menu и palette используют единый command registry.",no_api,,,—,,"SCR-004 Главное окно; SCR-005 Command palette; SCR-007 Требуется обновление; SCR-008 Глобальный quick create; SCR-200 Общий detail pane; SCR-204 Почему действие недоступно; SCR-205 Connection status; SCR-207 Общее context menu; SCR-208 Общее подтверждение; SCR-209 Audit, policy engine, management APIs; SCR-211 System tray menu; SCR-212 Toast deep-link activation; SCR-213 Общая multi-select panel",FLOW-002 Обычный вход; FLOW-005 Быстрое создание задачи; FLOW-020 Действие из notification,AC-021,Integration/domain,High,"§8, §17.2, §23.5, §29; Stage 3.5",Source row does not associate this requirement with an API operation.,
A,wave-a.csv:51,BR-022,BR,MOD-002,App shell и навигация,Скрытая кнопка не является проверкой permission.,no_api,,,—,,"SCR-004 Главное окно; SCR-005 Command palette; SCR-007 Требуется обновление; SCR-008 Глобальный quick create; SCR-200 Общий detail pane; SCR-204 Почему действие недоступно; SCR-205 Connection status; SCR-207 Общее context menu; SCR-208 Общее подтверждение; SCR-209 Audit, policy engine, management APIs; SCR-211 System tray menu; SCR-212 Toast deep-link activation; SCR-213 Общая multi-select panel",FLOW-002 Обычный вход; FLOW-005 Быстрое создание задачи; FLOW-020 Действие из notification,AC-022,Integration/domain,High,"§8, §17.2, §23.5, §29; Stage 3.5",Source row does not associate this requirement with an API operation.,
A,wave-a.csv:52,BR-023,BR,MOD-002,App shell и навигация,Deep link не раскрывает данные скрытого объекта.,no_api,,,—,,"SCR-004 Главное окно; SCR-005 Command palette; SCR-007 Требуется обновление; SCR-008 Глобальный quick create; SCR-200 Общий detail pane; SCR-204 Почему действие недоступно; SCR-205 Connection status; SCR-207 Общее context menu; SCR-208 Общее подтверждение; SCR-209 Audit, policy engine, management APIs; SCR-211 System tray menu; SCR-212 Toast deep-link activation; SCR-213 Общая multi-select panel",FLOW-002 Обычный вход; FLOW-005 Быстрое создание задачи; FLOW-020 Действие из notification,AC-023,Integration/domain,High,"§8, §17.2, §23.5, §29; Stage 3.5",Source row does not associate this requirement with an API operation.,
A,wave-a.csv:53,FR-243,FR,MOD-002,App shell и навигация,"Shell search должен представлять employee results отдельной озвучиваемой группой «Сотрудники» и сохранять keyboard navigation, active descendant, focus order и non-color status/redaction semantics.",no_api,,,Capability-driven; server recheck для команд,,"SCR-004 Главное окно; SCR-005 Command palette; SCR-007 Требуется обновление; SCR-008 Глобальный quick create; SCR-200 Общий detail pane; SCR-204 Почему действие недоступно; SCR-205 Connection status; SCR-207 Общее context menu; SCR-208 Общее подтверждение; SCR-209 Audit, policy engine, management APIs; SCR-211 System tray menu; SCR-212 Toast deep-link activation; SCR-213 Общая multi-select panel",FLOW-002 Обычный вход; FLOW-005 Быстрое создание задачи; FLOW-020 Действие из notification,AC-1404,Desktop/UI,High,Stage 2.3.1 OpenAPI 1.2.0-stage2.3; Stage 3.5 UX baseline; Stage 4.3 remediation,Desktop-only requirement; source explicitly states that no new API is required.,
A,wave-a.csv:54,FR-244,FR,MOD-002,App shell и навигация,Employee `deepLink` из shell search должен открываться через shell router с повторной server-side проверкой доступа; stale/unavailable target показывает нейтральное состояние и возвращает focus без раскрытия объекта.,no_api,,,Capability-driven; server recheck для команд,,"SCR-004 Главное окно; SCR-005 Command palette; SCR-007 Требуется обновление; SCR-008 Глобальный quick create; SCR-200 Общий detail pane; SCR-204 Почему действие недоступно; SCR-205 Connection status; SCR-207 Общее context menu; SCR-208 Общее подтверждение; SCR-209 Audit, policy engine, management APIs; SCR-211 System tray menu; SCR-212 Toast deep-link activation; SCR-213 Общая multi-select panel",FLOW-002 Обычный вход; FLOW-005 Быстрое создание задачи; FLOW-020 Действие из notification,AC-1405,Desktop/UI,High,Stage 2.3.1 OpenAPI 1.2.0-stage2.3; Stage 3.5 UX baseline; Stage 4.3 remediation,Desktop-only requirement; source explicitly states that no new API is required.,
A,wave-a.csv:55,FR-245,FR,MOD-002,App shell и навигация,Toast/deep link должен фокусировать существующий экземпляр приложения и повторно загрузить target.,no_api,,,Capability-driven; server recheck для команд,,"SCR-004 Главное окно; SCR-005 Command palette; SCR-007 Требуется обновление; SCR-008 Глобальный quick create; SCR-200 Общий detail pane; SCR-204 Почему действие недоступно; SCR-205 Connection status; SCR-207 Общее context menu; SCR-208 Общее подтверждение; SCR-209 Audit, policy engine, management APIs; SCR-211 System tray menu; SCR-212 Toast deep-link activation; SCR-213 Общая multi-select panel",FLOW-002 Обычный вход; FLOW-005 Быстрое создание задачи; FLOW-020 Действие из notification,AC-1406,Desktop/UI,High,Stage 3.5 UX Architecture/Decision Log,Desktop-only requirement; source explicitly states that no new API is required.,
A,wave-a.csv:56,DATA-003,DATA,MOD-003,Сегодня,Данные модуля: DTO/агрегаты и их поля по OpenAPI,gap,,,—,,SCR-010 Сегодня; SCR-011 Фильтр Today,FLOW-005 Быстрое создание задачи; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-020 Действие из notification; FLOW-021 Snooze reminder,AC-1826;AC-1920,Contract/UI,High,DEC-036/037/041,Source names module operations but does not identify operationId.,wave-a.csv:56; Source=DEC-036/037/041
