"Matrix source row","Requirement","Type","Module","Requirement title","Resolution status","Traceability mode","Related OpenAPI operationIds","API operationId","API method","API path","Permission","Server handler planned","Screen Stage 3.5","FLOW Stage 3.5","Test type","Source evidence","Resolution rationale"
"wave-a.csv:287","AC-2190","AC","MOD-001","Stable error handling for FR-242","unresolved","unresolved","","","","","","","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Error handling","implementation_matrix.csv wave-a.csv:287 title='Stable error handling for FR-242'; traceability 4.5 FR-242 API cell='Desktop-only; использует существующие read/command API при необходимости'.","AC remains genuinely unresolved: parent FR is Desktop-only (api=no_api in implementation_matrix) and traceability 4.5 API cell 'Desktop-only; использует существующие read/command API при необходимости' names no concrete operationId or endpoint, so no provable operation set exists to bind this requirement to."
"wave-a.csv:298","AC-2697","AC","MOD-001","Audit evidence for FR-002","resolved","single-operation","POST_api_v1_auth_change_password","POST_api_v1_auth_change_password","POST","/api/v1/auth/change-password","Authenticated","Task.Application.MOD-001.POST_api_v1_auth_change_passwordHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Audit/security","implementation_matrix.csv wave-a.csv:298 Source='OpenAPI `POST_api_v1_auth_change_password`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-001'; openapi.yaml operationId POST_api_v1_auth_change_password = POST /api/v1/auth/change-password; traceability 4.5 FR-002 Permission=Authenticated","Source field of the matrix row confirms operationId POST_api_v1_auth_change_password; method and path verified in openapi.yaml; permission confirmed via traceability FR-002."
"wave-a.csv:299","AC-2698","AC","MOD-001","Audit evidence for FR-003","resolved","single-operation","POST_api_v1_auth_login","POST_api_v1_auth_login","POST","/api/v1/auth/login","Anonymous","Task.Application.MOD-001.POST_api_v1_auth_loginHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Audit/security","implementation_matrix.csv wave-a.csv:299 Source='OpenAPI `POST_api_v1_auth_login`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-001'; openapi.yaml operationId POST_api_v1_auth_login = POST /api/v1/auth/login; traceability 4.5 FR-003 Permission=Anonymous","Source field of the matrix row confirms operationId POST_api_v1_auth_login; method and path verified in openapi.yaml; permission confirmed via traceability FR-003."
"wave-a.csv:300","AC-2699","AC","MOD-001","Audit evidence for FR-004","resolved","single-operation","GET_api_v1_auth_login_attempts","GET_api_v1_auth_login_attempts","GET","/api/v1/auth/login-attempts","SecurityAudit.Read","Task.Application.MOD-001.GET_api_v1_auth_login_attemptsHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Audit/security","implementation_matrix.csv wave-a.csv:300 Source='OpenAPI `GET_api_v1_auth_login_attempts`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-001'; openapi.yaml operationId GET_api_v1_auth_login_attempts = GET /api/v1/auth/login-attempts; traceability 4.5 FR-004 Permission=SecurityAudit.Read","Source field of the matrix row confirms operationId GET_api_v1_auth_login_attempts; method and path verified in openapi.yaml; permission confirmed via traceability FR-004."
"wave-a.csv:301","AC-2700","AC","MOD-001","Audit evidence for FR-005","resolved","single-operation","POST_api_v1_auth_logout","POST_api_v1_auth_logout","POST","/api/v1/auth/logout","Authenticated","Task.Application.MOD-001.POST_api_v1_auth_logoutHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Audit/security","implementation_matrix.csv wave-a.csv:301 Source='OpenAPI `POST_api_v1_auth_logout`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-001'; openapi.yaml operationId POST_api_v1_auth_logout = POST /api/v1/auth/logout; traceability 4.5 FR-005 Permission=Authenticated","Source field of the matrix row confirms operationId POST_api_v1_auth_logout; method and path verified in openapi.yaml; permission confirmed via traceability FR-005."
"wave-a.csv:302","AC-2701","AC","MOD-001","Audit evidence for FR-006","resolved","single-operation","POST_api_v1_auth_logout_all","POST_api_v1_auth_logout_all","POST","/api/v1/auth/logout-all","Authenticated","Task.Application.MOD-001.POST_api_v1_auth_logout_allHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Audit/security","implementation_matrix.csv wave-a.csv:302 Source='OpenAPI `POST_api_v1_auth_logout_all`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-001'; openapi.yaml operationId POST_api_v1_auth_logout_all = POST /api/v1/auth/logout-all; traceability 4.5 FR-006 Permission=Authenticated","Source field of the matrix row confirms operationId POST_api_v1_auth_logout_all; method and path verified in openapi.yaml; permission confirmed via traceability FR-006."
"wave-a.csv:303","AC-2702","AC","MOD-001","Audit evidence for FR-007","resolved","single-operation","POST_api_v1_auth_refresh","POST_api_v1_auth_refresh","POST","/api/v1/auth/refresh","Anonymous.SessionRefresh","Task.Application.MOD-001.POST_api_v1_auth_refreshHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Audit/security","implementation_matrix.csv wave-a.csv:303 Source='OpenAPI `POST_api_v1_auth_refresh`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-001'; openapi.yaml operationId POST_api_v1_auth_refresh = POST /api/v1/auth/refresh; traceability 4.5 FR-007 Permission=Anonymous.SessionRefresh","Source field of the matrix row confirms operationId POST_api_v1_auth_refresh; method and path verified in openapi.yaml; permission confirmed via traceability FR-007."
"wave-a.csv:304","AC-2703","AC","MOD-001","Audit evidence for FR-008","resolved","single-operation","GET_api_v1_auth_session","GET_api_v1_auth_session","GET","/api/v1/auth/session","Authenticated","Task.Application.MOD-001.GET_api_v1_auth_sessionHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Audit/security","implementation_matrix.csv wave-a.csv:304 Source='OpenAPI `GET_api_v1_auth_session`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-001'; openapi.yaml operationId GET_api_v1_auth_session = GET /api/v1/auth/session; traceability 4.5 FR-008 Permission=Authenticated","Source field of the matrix row confirms operationId GET_api_v1_auth_session; method and path verified in openapi.yaml; permission confirmed via traceability FR-008."
"wave-a.csv:305","AC-2704","AC","MOD-001","Audit evidence for FR-009","resolved","single-operation","GET_api_v1_auth_sessions","GET_api_v1_auth_sessions","GET","/api/v1/auth/sessions","Session.ReadOwnOrAll","Task.Application.MOD-001.GET_api_v1_auth_sessionsHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Audit/security","implementation_matrix.csv wave-a.csv:305 Source='OpenAPI `GET_api_v1_auth_sessions`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-001'; openapi.yaml operationId GET_api_v1_auth_sessions = GET /api/v1/auth/sessions; traceability 4.5 FR-009 Permission=Session.ReadOwnOrAll","Source field of the matrix row confirms operationId GET_api_v1_auth_sessions; method and path verified in openapi.yaml; permission confirmed via traceability FR-009."
"wave-a.csv:306","AC-2705","AC","MOD-001","Audit evidence for FR-010","resolved","single-operation","POST_api_v1_auth_sessions_sessionId_revoke","POST_api_v1_auth_sessions_sessionId_revoke","POST","/api/v1/auth/sessions/{sessionId}/revoke","Session.RevokeOwnOrAll","Task.Application.MOD-001.POST_api_v1_auth_sessions_sessionId_revokeHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Audit/security","implementation_matrix.csv wave-a.csv:306 Source='OpenAPI `POST_api_v1_auth_sessions_sessionId_revoke`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-001'; openapi.yaml operationId POST_api_v1_auth_sessions_sessionId_revoke = POST /api/v1/auth/sessions/{sessionId}/revoke; traceability 4.5 FR-010 Permission=Session.RevokeOwnOrAll","Source field of the matrix row confirms operationId POST_api_v1_auth_sessions_sessionId_revoke; method and path verified in openapi.yaml; permission confirmed via traceability FR-010."
"wave-a.csv:307","AC-2706","AC","MOD-001","Audit evidence for FR-242","unresolved","unresolved","","","","","","","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Audit/security","implementation_matrix.csv wave-a.csv:307 title='Audit evidence for FR-242'; traceability 4.5 FR-242 API cell='Desktop-only; использует существующие read/command API при необходимости'.","AC remains genuinely unresolved: parent FR is Desktop-only (api=no_api in implementation_matrix) and traceability 4.5 API cell 'Desktop-only; использует существующие read/command API при необходимости' names no concrete operationId or endpoint, so no provable operation set exists to bind this requirement to."
"wave-a.csv:325","AC-1825","AC","MOD-002","Contract projection for FR-011","resolved","single-operation","GET_api_v1_system_time","GET_api_v1_system_time","GET","/api/v1/system/time","Authenticated","Task.Application.MOD-002.GET_api_v1_system_timeHandler","SCR-004 Главное окно; SCR-005 Command palette; SCR-007 Требуется обновление; SCR-008 Глобальный quick create; SCR-200 Общий detail pane; SCR-204 Почему действие недоступно; SCR-205 Connection status; SCR-207 Общее context menu; SCR-208 Общее подтверждение; SCR-209 Audit, policy engine, management APIs; SCR-211 System tray menu; SCR-212 Toast deep-link activation; SCR-213 Общая multi-select panel","FLOW-002 Обычный вход; FLOW-005 Быстрое создание задачи; FLOW-020 Действие из notification","Contract/UI","implementation_matrix.csv wave-a.csv:325 Source='OpenAPI `GET_api_v1_system_time`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement DATA-002'; openapi.yaml operationId GET_api_v1_system_time = GET /api/v1/system/time; traceability 4.5 FR-011 Permission=Authenticated","Source field of the matrix row confirms operationId GET_api_v1_system_time; method and path verified in openapi.yaml; permission confirmed via traceability FR-011."
"wave-a.csv:326","AC-1829","AC","MOD-002","Permission denial for FR-011","resolved","single-operation","GET_api_v1_system_time","GET_api_v1_system_time","GET","/api/v1/system/time","Authenticated","Task.Application.MOD-002.GET_api_v1_system_timeHandler","SCR-004 Главное окно; SCR-005 Command palette; SCR-007 Требуется обновление; SCR-008 Глобальный quick create; SCR-200 Общий detail pane; SCR-204 Почему действие недоступно; SCR-205 Connection status; SCR-207 Общее context menu; SCR-208 Общее подтверждение; SCR-209 Audit, policy engine, management APIs; SCR-211 System tray menu; SCR-212 Toast deep-link activation; SCR-213 Общая multi-select panel","FLOW-002 Обычный вход; FLOW-005 Быстрое создание задачи; FLOW-020 Действие из notification","Security/authorization","implementation_matrix.csv wave-a.csv:326 Source='OpenAPI `GET_api_v1_system_time`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-002'; openapi.yaml operationId GET_api_v1_system_time = GET /api/v1/system/time; traceability 4.5 FR-011 Permission=Authenticated","Source field of the matrix row confirms operationId GET_api_v1_system_time; method and path verified in openapi.yaml; permission confirmed via traceability FR-011."
